Name;Age;Points;Date;Rank;Birth_date;Turned_Pro;Weight;Height;Nationality;Birth_Country;Birth_City;Backhand;Strong_Hand
Marco Cecchinato;26;1819;2018-11-05;20;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Nikoloz Basilashvili;26;1795;2018-11-05;21;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
David Goffin;27;1785;2018-11-05;22;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1705;2018-11-05;23;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;30;1605;2018-11-05;24;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Hyeon Chung;22;1585;2018-11-05;25;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Richard Gasquet;32;1535;2018-11-05;26;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Denis Shapovalov;19;1440;2018-11-05;27;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Fernando Verdasco;34;1410;2018-11-05;28;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Gael Monfils;32;1400;2018-11-05;29;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Gilles Simon;33;1370;2018-11-05;30;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Rafael Nadal;32;7660;2018-10-29;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Novak Djokovic;31;7445;2018-10-29;2;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;37;6260;2018-10-29;3;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Juan Martin del Potro;30;5460;2018-10-29;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;5115;2018-10-29;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Kevin Anderson;32;4230;2018-10-29;6;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
Marin Cilic;30;4050;2018-10-29;7;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-10-29;8;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
John Isner;33;3425;2018-10-29;9;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Grigor Dimitrov;27;3335;2018-10-29;10;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Kei Nishikori;28;3210;2018-10-29;11;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
David Goffin;27;2675;2018-10-29;12;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Borna Coric;21;2460;2018-10-29;13;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Fabio Fognini;31;2315;2018-10-29;14;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Kyle Edmund;23;2195;2018-10-29;15;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;2175;2018-10-29;16;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Daniil Medvedev;22;1977;2018-10-29;17;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Karen Khachanov;22;1845;2018-10-29;18;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Diego Schwartzman;26;1835;2018-10-29;19;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Marco Cecchinato;26;1829;2018-10-29;20;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Milos Raonic;27;1810;2018-10-29;21;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Nikoloz Basilashvili;26;1767;2018-10-29;22;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Jack Sock;26;1760;2018-10-29;23;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1705;2018-10-29;24;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;30;1650;2018-10-29;25;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Hyeon Chung;22;1630;2018-10-29;26;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Fernando Verdasco;34;1545;2018-10-29;27;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Richard Gasquet;32;1535;2018-10-29;28;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Denis Shapovalov;19;1440;2018-10-29;29;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Gael Monfils;32;1355;2018-10-29;30;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Rafael Nadal;32;7660;2018-10-22;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Novak Djokovic;31;7445;2018-10-22;2;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;37;6260;2018-10-22;3;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Juan Martin del Potro;30;5760;2018-10-22;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;5025;2018-10-22;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;30;4185;2018-10-22;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-10-22;7;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Kevin Anderson;32;3730;2018-10-22;8;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;33;3380;2018-10-22;9;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Grigor Dimitrov;27;3335;2018-10-22;10;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Kei Nishikori;28;2910;2018-10-22;11;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
David Goffin;27;2855;2018-10-22;12;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Borna Coric;21;2415;2018-10-22;13;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Kyle Edmund;23;2330;2018-10-22;14;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Fabio Fognini;31;2315;2018-10-22;15;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;2155;2018-10-22;16;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Diego Schwartzman;26;1880;2018-10-22;17;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Jack Sock;26;1850;2018-10-22;18;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Karen Khachanov;22;1845;2018-10-22;19;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Daniil Medvedev;22;1842;2018-10-22;20;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Marco Cecchinato;26;1838;2018-10-22;21;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Milos Raonic;27;1810;2018-10-22;22;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Lucas Pouille;24;1780;2018-10-22;23;1994-02-23;2012;84;185;France;France;Grande-Synthe;Two_Handed;Right_Handed
Nikoloz Basilashvili;26;1767;2018-10-22;24;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1750;2018-10-22;25;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;30;1650;2018-10-22;26;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Hyeon Chung;22;1630;2018-10-22;27;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Richard Gasquet;32;1535;2018-10-22;28;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Denis Shapovalov;19;1440;2018-10-22;29;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Fernando Verdasco;34;1410;2018-10-22;30;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Rafael Nadal;32;7660;2018-10-15;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Novak Djokovic;31;7445;2018-10-15;2;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;37;6260;2018-10-15;3;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Juan Martin del Potro;30;5860;2018-10-15;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;5025;2018-10-15;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;30;4185;2018-10-15;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-10-15;7;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Kevin Anderson;32;3775;2018-10-15;8;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
Grigor Dimitrov;27;3440;2018-10-15;9;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
John Isner;33;3290;2018-10-15;10;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Kei Nishikori;28;2910;2018-10-15;11;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
David Goffin;27;2855;2018-10-15;12;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Borna Coric;21;2415;2018-10-15;13;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Fabio Fognini;31;2315;2018-10-15;14;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Kyle Edmund;23;2125;2018-10-15;15;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;2007;2018-10-15;16;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Diego Schwartzman;26;1940;2018-10-15;17;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Jack Sock;26;1850;2018-10-15;18;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Marco Cecchinato;26;1838;2018-10-15;19;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Milos Raonic;27;1810;2018-10-15;20;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Daniil Medvedev;22;1797;2018-10-15;21;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Lucas Pouille;24;1780;2018-10-15;22;1994-02-23;2012;84;185;France;France;Grande-Synthe;Two_Handed;Right_Handed
Nikoloz Basilashvili;26;1767;2018-10-15;23;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1750;2018-10-15;24;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;30;1650;2018-10-15;25;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Karen Khachanov;22;1640;2018-10-15;26;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Hyeon Chung;22;1630;2018-10-15;27;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Richard Gasquet;32;1535;2018-10-15;28;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Fernando Verdasco;34;1455;2018-10-15;29;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Denis Shapovalov;19;1440;2018-10-15;30;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Rafael Nadal;32;8260;2018-10-08;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Roger Federer;37;6900;2018-10-08;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Novak Djokovic;31;6445;2018-10-08;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Juan Martin del Potro;30;6130;2018-10-08;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;4755;2018-10-08;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;30;4535;2018-10-08;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-10-08;7;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Kevin Anderson;32;3640;2018-10-08;8;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
Grigor Dimitrov;27;3620;2018-10-08;9;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
John Isner;33;3380;2018-10-08;10;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
David Goffin;27;2865;2018-10-08;11;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Kei Nishikori;28;2730;2018-10-08;12;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Fabio Fognini;31;2315;2018-10-08;13;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Kyle Edmund;23;1990;2018-10-08;14;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;1987;2018-10-08;15;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Diego Schwartzman;26;1975;2018-10-08;16;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Jack Sock;26;1850;2018-10-08;17;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Lucas Pouille;24;1825;2018-10-08;18;1994-02-23;2012;84;185;France;France;Grande-Synthe;Two_Handed;Right_Handed
Borna Coric;21;1815;2018-10-08;19;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Milos Raonic;27;1800;2018-10-08;20;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Marco Cecchinato;26;1768;2018-10-08;21;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Daniil Medvedev;22;1762;2018-10-08;22;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Nikoloz Basilashvili;26;1757;2018-10-08;23;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1750;2018-10-08;24;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Richard Gasquet;32;1670;2018-10-08;25;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Hyeon Chung;22;1630;2018-10-08;26;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Karen Khachanov;22;1605;2018-10-08;27;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Roberto Bautista Agut;30;1570;2018-10-08;28;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Denis Shapovalov;19;1430;2018-10-08;29;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Fernando Verdasco;34;1420;2018-10-08;30;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Rafael Nadal;32;8760;2018-10-01;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Roger Federer;37;6900;2018-10-01;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Novak Djokovic;31;6445;2018-10-01;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Juan Martin del Potro;30;5980;2018-10-01;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;4890;2018-10-01;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;30;4715;2018-10-01;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-10-01;7;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Grigor Dimitrov;27;3755;2018-10-01;8;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Kevin Anderson;32;3595;2018-10-01;9;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;33;3470;2018-10-01;10;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
David Goffin;27;3275;2018-10-01;11;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Kei Nishikori;28;2520;2018-10-01;12;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Fabio Fognini;31;2225;2018-10-01;13;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Diego Schwartzman;26;2110;2018-10-01;14;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;1962;2018-10-01;15;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Kyle Edmund;23;1855;2018-10-01;16;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Jack Sock;26;1850;2018-10-01;17;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Borna Coric;21;1825;2018-10-01;18;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Lucas Pouille;24;1825;2018-10-01;19;1994-02-23;2012;84;185;France;France;Grande-Synthe;Two_Handed;Right_Handed
Milos Raonic;27;1755;2018-10-01;20;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1750;2018-10-01;21;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Marco Cecchinato;26;1735;2018-10-01;22;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Hyeon Chung;22;1630;2018-10-01;23;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Karen Khachanov;22;1605;2018-10-01;24;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Richard Gasquet;32;1580;2018-10-01;25;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Roberto Bautista Agut;30;1570;2018-10-01;26;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Nick Kyrgios;23;1425;2018-10-01;27;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Fernando Verdasco;34;1420;2018-10-01;28;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Gilles Simon;33;1345;2018-10-01;29;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Steve Johnson;28;1340;2018-10-01;30;1989-12-24;2012;86;188;Etats-Unis;CA;Orange;Two_Handed;Right_Handed
Rafael Nadal;32;8760;2018-09-24;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Roger Federer;37;6900;2018-09-24;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Novak Djokovic;31;6445;2018-09-24;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Juan Martin del Potro;30;5980;2018-09-24;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;4890;2018-09-24;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;29;4715;2018-09-24;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Dominic Thiem;25;3825;2018-09-24;7;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Grigor Dimitrov;27;3755;2018-09-24;8;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Kevin Anderson;32;3595;2018-09-24;9;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;33;3470;2018-09-24;10;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
David Goffin;27;3435;2018-09-24;11;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Kei Nishikori;28;2520;2018-09-24;12;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Fabio Fognini;31;2120;2018-09-24;13;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Diego Schwartzman;26;2110;2018-09-24;14;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Stefanos Tsitsipas;20;1962;2018-09-24;15;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Kyle Edmund;23;1855;2018-09-24;16;1995-01-08;2012;83;188;Angleterre;South Africa;Johannesburg;Two_Handed;Right_Handed
Jack Sock;25;1850;2018-09-24;17;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Borna Coric;21;1825;2018-09-24;18;1996-11-14;2013;85;188;Croatie;Croatia;Zagreb;Two_Handed;Right_Handed
Lucas Pouille;24;1825;2018-09-24;19;1994-02-23;2012;84;185;France;France;Grande-Synthe;Two_Handed;Right_Handed
Milos Raonic;27;1755;2018-09-24;20;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Pablo Carreno Busta;27;1750;2018-09-24;21;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Marco Cecchinato;25;1735;2018-09-24;22;1992-09-30;2010;78;185;Italie;Italy;Palermo;One_Handed;Right_Handed
Hyeon Chung;22;1630;2018-09-24;23;1996-05-19;2014;89;188;Cor<e9>e du Sud;South Korea;Suwon;Two_Handed;Right_Handed
Karen Khachanov;22;1605;2018-09-24;24;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Richard Gasquet;32;1580;2018-09-24;25;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Roberto Bautista Agut;30;1570;2018-09-24;26;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Nick Kyrgios;23;1425;2018-09-24;27;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Fernando Verdasco;34;1375;2018-09-24;28;1983-11-15;2001;90;188;Espagne;Spain;Madrid;Two_Handed;Left_Handed
Gilles Simon;33;1345;2018-09-24;29;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Steve Johnson;28;1340;2018-09-24;30;1989-12-24;2012;86;188;Etats-Unis;CA;Orange;Two_Handed;Right_Handed
Rafael Nadal;32;8760;2018-09-17;1;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Roger Federer;37;6900;2018-09-17;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Novak Djokovic;31;6445;2018-09-17;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Juan Martin del Potro;29;5980;2018-09-17;4;1988-09-23;2005;97;198;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Alexander Zverev;21;4890;2018-09-17;5;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Marin Cilic;29;4715;2018-09-17;6;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Grigor Dimitrov;27;3755;2018-09-17;7;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Dominic Thiem;25;3665;2018-09-17;8;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Kevin Anderson;32;3595;2018-09-17;9;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;33;3470;2018-09-17;10;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
