"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
2017-02-25,"SSC Napoli","0:2","0","2","Atalanta BC","Serie A",2,2017,2016
2017-02-25,"Juventus","2:0","2","0","FC Empoli","Serie A",2,2017,2016
2017-02-26,"US Palermo","1:1","1","1","Sampdoria","Serie A",2,2017,2016
2017-02-26,"Genoa","1:1","1","1","Bologna","Serie A",2,2017,2016
2017-02-26,"Crotone","1:2","1","2","Cagliari Calcio","Serie A",3,2017,2016
2017-02-26,"Sassuolo","0:1","0","1","AC Milan","Serie A",1,2017,2016
2017-02-26,"Chievo Verona","2:0","2","0","Pescara","Serie A",2,2017,2016
2017-02-26,"Lazio","1:0","1","0","Udinese Calcio","Serie A",1,2017,2016
2017-02-26,"Inter","1:3","1","3","AS Roma","Serie A",4,2017,2016
2017-02-27,"Fiorentina","2:2","2","2","Torino","Serie A",4,2017,2016
2017-03-04,"AS Roma","1:2","1","2","SSC Napoli","Serie A",3,2017,2016
2017-03-04,"Sampdoria","3:1","3","1","Pescara","Serie A",4,2017,2016
2017-03-04,"AC Milan","3:1","3","1","Chievo Verona","Serie A",4,2017,2016
2017-03-05,"Atalanta BC","0:0","0","0","Fiorentina","Serie A",0,2017,2016
2017-03-05,"FC Empoli","0:2","0","2","Genoa","Serie A",2,2017,2016
2017-03-05,"Cagliari Calcio","1:5","1","5","Inter","Serie A",6,2017,2016
2017-03-05,"Udinese Calcio","1:1","1","1","Juventus","Serie A",2,2017,2016
2017-03-05,"Torino","3:1","3","1","US Palermo","Serie A",4,2017,2016
2017-03-05,"Crotone","0:0","0","0","Sassuolo","Serie A",0,2017,2016
2017-03-05,"Bologna","0:2","0","2","Lazio","Serie A",2,2017,2016
2017-03-10,"Juventus","2:1","2","1","AC Milan","Serie A",3,2017,2016
2017-03-11,"Genoa","0:1","0","1","Sampdoria","Serie A",1,2017,2016
2017-03-12,"Sassuolo","0:1","0","1","Bologna","Serie A",1,2017,2016
2017-03-12,"Inter","7:1","7","1","Atalanta BC","Serie A",8,2017,2016
2017-03-12,"Fiorentina","1:0","1","0","Cagliari Calcio","Serie A",1,2017,2016
2017-03-12,"SSC Napoli","3:0","3","0","Crotone","Serie A",3,2017,2016
2017-03-12,"Chievo Verona","4:0","4","0","FC Empoli","Serie A",4,2017,2016
2017-03-12,"Pescara","1:3","1","3","Udinese Calcio","Serie A",4,2017,2016
2017-03-12,"US Palermo","0:3","0","3","AS Roma","Serie A",3,2017,2016
2017-03-13,"Lazio","3:1","3","1","Torino","Serie A",4,2017,2016
2017-03-18,"Torino","2:2","2","2","Inter","Serie A",4,2017,2016
2017-03-18,"AC Milan","1:0","1","0","Genoa","Serie A",1,2017,2016
2017-03-19,"FC Empoli","2:3","2","3","SSC Napoli","Serie A",5,2017,2016
2017-03-19,"Bologna","4:1","4","1","Chievo Verona","Serie A",5,2017,2016
2017-03-19,"Crotone","0:1","0","1","Fiorentina","Serie A",1,2017,2016
2017-03-19,"Sampdoria","0:1","0","1","Juventus","Serie A",1,2017,2016
2017-03-19,"Cagliari Calcio","0:0","0","0","Lazio","Serie A",0,2017,2016
2017-03-19,"Atalanta BC","3:0","3","0","Pescara","Serie A",3,2017,2016
2017-03-19,"Udinese Calcio","4:1","4","1","US Palermo","Serie A",5,2017,2016
2017-03-19,"AS Roma","3:1","3","1","Sassuolo","Serie A",4,2017,2016
2017-04-01,"Sassuolo","1:2","1","2","Lazio","Serie A",3,2017,2016
2017-04-01,"AS Roma","2:0","2","0","FC Empoli","Serie A",2,2017,2016
2017-04-02,"Torino","2:2","2","2","Udinese Calcio","Serie A",4,2017,2016
2017-04-02,"Genoa","0:5","0","5","Atalanta BC","Serie A",5,2017,2016
2017-04-02,"Fiorentina","1:0","1","0","Bologna","Serie A",1,2017,2016
2017-04-02,"US Palermo","1:3","1","3","Cagliari Calcio","Serie A",4,2017,2016
2017-04-02,"Chievo Verona","1:2","1","2","Crotone","Serie A",3,2017,2016
2017-04-02,"Pescara","1:1","1","1","AC Milan","Serie A",2,2017,2016
2017-04-02,"SSC Napoli","1:1","1","1","Juventus","Serie A",2,2017,2016
2017-04-03,"Inter","1:2","1","2","Sampdoria","Serie A",3,2017,2016
2017-04-08,"FC Empoli","1:1","1","1","Pescara","Serie A",2,2017,2016
2017-04-08,"Atalanta BC","1:1","1","1","Sassuolo","Serie A",2,2017,2016
2017-04-08,"Juventus","2:0","2","0","Chievo Verona","Serie A",2,2017,2016
2017-04-09,"Sampdoria","2:2","2","2","Fiorentina","Serie A",4,2017,2016
2017-04-09,"Udinese Calcio","3:0","3","0","Genoa","Serie A",3,2017,2016
2017-04-09,"Crotone","2:1","2","1","Inter","Serie A",3,2017,2016
2017-04-09,"AC Milan","4:0","4","0","US Palermo","Serie A",4,2017,2016
2017-04-09,"Bologna","0:3","0","3","AS Roma","Serie A",3,2017,2016
2017-04-09,"Cagliari Calcio","2:3","2","3","Torino","Serie A",5,2017,2016
2017-04-09,"Lazio","0:3","0","3","SSC Napoli","Serie A",3,2017,2016
2017-04-15,"Inter","2:2","2","2","AC Milan","Serie A",4,2017,2016
2017-04-15,"AS Roma","1:1","1","1","Atalanta BC","Serie A",2,2017,2016
2017-04-15,"US Palermo","0:0","0","0","Bologna","Serie A",0,2017,2016
2017-04-15,"Cagliari Calcio","4:0","4","0","Chievo Verona","Serie A",4,2017,2016
2017-04-15,"Torino","1:1","1","1","Crotone","Serie A",2,2017,2016
2017-04-15,"Fiorentina","1:2","1","2","FC Empoli","Serie A",3,2017,2016
2017-04-15,"Pescara","0:2","0","2","Juventus","Serie A",2,2017,2016
2017-04-15,"Genoa","2:2","2","2","Lazio","Serie A",4,2017,2016
2017-04-15,"Sassuolo","2:1","2","1","Sampdoria","Serie A",3,2017,2016
2017-04-15,"SSC Napoli","3:0","3","0","Udinese Calcio","Serie A",3,2017,2016
2017-04-22,"Atalanta BC","3:2","3","2","Bologna","Serie A",5,2017,2016
2017-04-22,"Fiorentina","5:4","5","4","Inter","Serie A",9,2017,2016
2017-04-23,"Sassuolo","2:2","2","2","SSC Napoli","Serie A",4,2017,2016
2017-04-23,"Udinese Calcio","2:1","2","1","Cagliari Calcio","Serie A",3,2017,2016
2017-04-23,"Sampdoria","1:2","1","2","Crotone","Serie A",3,2017,2016
2017-04-23,"AC Milan","1:2","1","2","FC Empoli","Serie A",3,2017,2016
2017-04-23,"Lazio","6:2","6","2","US Palermo","Serie A",8,2017,2016
2017-04-23,"Chievo Verona","1:3","1","3","Torino","Serie A",4,2017,2016
2017-04-23,"Juventus","4:0","4","0","Genoa","Serie A",4,2017,2016
2017-04-24,"Pescara","1:4","1","4","AS Roma","Serie A",5,2017,2016
2017-04-28,"Atalanta BC","2:2","2","2","Juventus","Serie A",4,2017,2016
2017-04-29,"Torino","1:1","1","1","Sampdoria","Serie A",2,2017,2016
2017-04-30,"AS Roma","1:3","1","3","Lazio","Serie A",4,2017,2016
2017-04-30,"Genoa","1:2","1","2","Chievo Verona","Serie A",3,2017,2016
2017-04-30,"US Palermo","2:0","2","0","Fiorentina","Serie A",2,2017,2016
2017-04-30,"Crotone","1:1","1","1","AC Milan","Serie A",2,2017,2016
2017-04-30,"Cagliari Calcio","1:0","1","0","Pescara","Serie A",1,2017,2016
2017-04-30,"FC Empoli","1:3","1","3","Sassuolo","Serie A",4,2017,2016
2017-04-30,"Bologna","4:0","4","0","Udinese Calcio","Serie A",4,2017,2016
2017-04-30,"Inter","0:1","0","1","SSC Napoli","Serie A",1,2017,2016
2017-05-06,"SSC Napoli","3:1","3","1","Cagliari Calcio","Serie A",4,2017,2016
2017-05-06,"Juventus","1:1","1","1","Torino","Serie A",2,2017,2016
2017-05-07,"Udinese Calcio","1:1","1","1","Atalanta BC","Serie A",2,2017,2016
2017-05-07,"FC Empoli","3:1","3","1","Bologna","Serie A",4,2017,2016
2017-05-07,"Pescara","0:1","0","1","Crotone","Serie A",1,2017,2016
2017-05-07,"Sassuolo","2:2","2","2","Fiorentina","Serie A",4,2017,2016
2017-05-07,"Genoa","1:0","1","0","Inter","Serie A",1,2017,2016
2017-05-07,"Chievo Verona","1:1","1","1","US Palermo","Serie A",2,2017,2016
2017-05-07,"Lazio","7:3","7","3","Sampdoria","Serie A",10,2017,2016
2017-05-07,"AC Milan","1:4","1","4","AS Roma","Serie A",5,2017,2016
2017-05-13,"Fiorentina","3:2","3","2","Lazio","Serie A",5,2017,2016
2017-05-13,"Atalanta BC","1:1","1","1","AC Milan","Serie A",2,2017,2016
2017-05-14,"Inter","1:2","1","2","Sassuolo","Serie A",3,2017,2016
2017-05-14,"Sampdoria","1:1","1","1","Chievo Verona","Serie A",2,2017,2016
2017-05-14,"Cagliari Calcio","3:2","3","2","FC Empoli","Serie A",5,2017,2016
2017-05-14,"US Palermo","1:0","1","0","Genoa","Serie A",1,2017,2016
2017-05-14,"Torino","0:5","0","5","SSC Napoli","Serie A",5,2017,2016
2017-05-14,"Bologna","3:1","3","1","Pescara","Serie A",4,2017,2016
2017-05-14,"Crotone","1:0","1","0","Udinese Calcio","Serie A",1,2017,2016
2017-05-14,"AS Roma","3:1","3","1","Juventus","Serie A",4,2017,2016
2017-05-20,"Chievo Verona","3:5","3","5","AS Roma","Serie A",8,2017,2016
2017-05-20,"SSC Napoli","4:1","4","1","Fiorentina","Serie A",5,2017,2016
2017-05-21,"FC Empoli","0:1","0","1","Atalanta BC","Serie A",1,2017,2016
2017-05-21,"AC Milan","3:0","3","0","Bologna","Serie A",3,2017,2016
2017-05-21,"Sassuolo","6:2","6","2","Cagliari Calcio","Serie A",8,2017,2016
2017-05-21,"Juventus","3:0","3","0","Crotone","Serie A",3,2017,2016
2017-05-21,"Udinese Calcio","1:1","1","1","Sampdoria","Serie A",2,2017,2016
2017-05-21,"Genoa","2:1","2","1","Torino","Serie A",3,2017,2016
2017-05-21,"Lazio","1:3","1","3","Inter","Serie A",4,2017,2016
2017-05-22,"Pescara","2:0","2","0","US Palermo","Serie A",2,2017,2016
2017-05-27,"Atalanta BC","1:0","1","0","Chievo Verona","Serie A",1,2017,2016
2017-05-27,"Bologna","1:2","1","2","Juventus","Serie A",3,2017,2016
2017-05-28,"Cagliari Calcio","2:1","2","1","AC Milan","Serie A",3,2017,2016
2017-05-28,"AS Roma","3:2","3","2","Genoa","Serie A",5,2017,2016
2017-05-28,"Sampdoria","2:4","2","4","SSC Napoli","Serie A",6,2017,2016
2017-05-28,"US Palermo","2:1","2","1","FC Empoli","Serie A",3,2017,2016
2017-05-28,"Crotone","3:1","3","1","Lazio","Serie A",4,2017,2016
2017-05-28,"Fiorentina","2:2","2","2","Pescara","Serie A",4,2017,2016
2017-05-28,"Torino","5:3","5","3","Sassuolo","Serie A",8,2017,2016
2017-05-28,"Inter","5:2","5","2","Udinese Calcio","Serie A",7,2017,2016
2016-08-26,"Bayern Munich","6:0","6","0","Werder Bremen","Bundesliga",6,2016,2016
2016-08-27,"Bor. Dortmund","2:1","2","1","1.FSV Mainz","Bundesliga",3,2016,2016
2016-08-27,"FC Köln","2:0","2","0","Darmstadt","Bundesliga",2,2016,2016
2016-08-27,"Hamburger SV","1:1","1","1","FC Ingolstadt","Bundesliga",2,2016,2016
2016-08-27,"FC Augsburg","0:2","0","2","VfL Wolfsburg","Bundesliga",2,2016,2016
2016-08-27,"E. Frankfurt","1:0","1","0","FC Schalke","Bundesliga",1,2016,2016
2016-08-27,"Bor. M'gladbach","2:1","2","1","B. Leverkusen","Bundesliga",3,2016,2016
2016-08-28,"Hertha BSC","2:1","2","1","SC Freiburg","Bundesliga",3,2016,2016
2016-08-28,"TSG Hoffenheim","2:2","2","2","RB Leipzig","Bundesliga",4,2016,2016
2016-09-09,"FC Schalke 04","0:2","0","2","Bayern Munich","Bundesliga",2,2016,2016
2016-09-10,"B. Leverkusen","3:1","3","1","Hamburger SV","Bundesliga",4,2016,2016
2016-09-10,"VfL Wolfsburg","0:0","0","0","1.FC Köln","Bundesliga",0,2016,2016
2016-09-10,"FC Ingolstadt","0:2","0","2","Hertha BSC","Bundesliga",2,2016,2016
2016-09-10,"Darmstadt 98","1:0","1","0","E. Frankfurt","Bundesliga",1,2016,2016
2016-09-10,"SC Freiburg","3:1","3","1","Bor. M'gladbach","Bundesliga",4,2016,2016
2016-09-10,"RB Leipzig","1:0","1","0","Bor. Dortmund","Bundesliga",1,2016,2016
2016-09-11,"Werder Bremen","1:2","1","2","FC Augsburg","Bundesliga",3,2016,2016
2016-09-11,"FSV Mainz 05","4:4","4","4","TSG Hoffenheim","Bundesliga",8,2016,2016
2016-09-16,"FC Köln","3:0","3","0","SC Freiburg","Bundesliga",3,2016,2016
2016-09-17,"Bayern Munich","3:1","3","1","FC Ingolstadt","Bundesliga",4,2016,2016
2016-09-17,"Bor. Dortmund","6:0","6","0","Darmstadt","Bundesliga",6,2016,2016
2016-09-17,"Hamburger SV","0:4","0","4","RB Leipzig","Bundesliga",4,2016,2016
2016-09-17,"TSG Hoffenheim","0:0","0","0","VfL Wolfsburg","Bundesliga",0,2016,2016
2016-09-17,"E. Frankfurt","2:1","2","1","B. Leverkusen","Bundesliga",3,2016,2016
2016-09-17,"Bor. M'gladbach","4:1","4","1","Werder Bremen","Bundesliga",5,2016,2016
2016-09-18,"FC Augsburg","1:3","1","3","1.FSV Mainz","Bundesliga",4,2016,2016
2016-09-18,"Hertha BSC","2:0","2","0","FC Schalke","Bundesliga",2,2016,2016
2016-09-20,"VfL Wolfsburg","1:5","1","5","Bor. Dortmund","Bundesliga",6,2016,2016
2016-09-20,"FC Ingolstadt","0:2","0","2","E. Frankfurt","Bundesliga",2,2016,2016
2016-09-20,"Darmstadt 98","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2016,2016
2016-09-20,"SC Freiburg","1:0","1","0","Hamburger SV","Bundesliga",1,2016,2016
2016-09-21,"Bayern Munich","3:0","3","0","Hertha BSC","Bundesliga",3,2016,2016
2016-09-21,"B. Leverkusen","0:0","0","0","FC Augsburg","Bundesliga",0,2016,2016
2016-09-21,"FC Schalke 04","1:3","1","3","1.FC Köln","Bundesliga",4,2016,2016
2016-09-21,"Werder Bremen","1:2","1","2","1.FSV Mainz","Bundesliga",3,2016,2016
2016-09-21,"RB Leipzig","1:1","1","1","Bor. M'gladbach","Bundesliga",2,2016,2016
2016-09-23,"Bor. Dortmund","3:1","3","1","SC Freiburg","Bundesliga",4,2016,2016
2016-09-24,"Bor. M'gladbach","2:0","2","0","FC Ingolstadt","Bundesliga",2,2016,2016
2016-09-24,"FSV Mainz 05","2:3","2","3","B. Leverkusen","Bundesliga",5,2016,2016
2016-09-24,"Hamburger SV","0:1","0","1","Bayern Munich","Bundesliga",1,2016,2016
2016-09-24,"FC Augsburg","1:0","1","0","Darmstadt","Bundesliga",1,2016,2016
2016-09-24,"E. Frankfurt","3:3","3","3","Hertha BSC","Bundesliga",6,2016,2016
2016-09-24,"Werder Bremen","2:1","2","1","VfL Wolfsburg","Bundesliga",3,2016,2016
2016-09-25,"TSG Hoffenheim","2:1","2","1","FC Schalke","Bundesliga",3,2016,2016
2016-09-25,"FC Köln","1:1","1","1","RB Leipzig","Bundesliga",2,2016,2016
2016-09-30,"RB Leipzig","2:1","2","1","FC Augsburg","Bundesliga",3,2016,2016
2016-10-01,"Bayern Munich","1:1","1","1","1.FC Köln","Bundesliga",2,2016,2016
2016-10-01,"Hertha BSC","2:0","2","0","Hamburger SV","Bundesliga",2,2016,2016
2016-10-01,"FC Ingolstadt","1:2","1","2","TSG Hoffenheim","Bundesliga",3,2016,2016
2016-10-01,"Darmstadt 98","2:2","2","2","Werder Bremen","Bundesliga",4,2016,2016
2016-10-01,"SC Freiburg","1:0","1","0","E. Frankfurt","Bundesliga",1,2016,2016
2016-10-01,"B. Leverkusen","2:0","2","0","Bor. Dortmund","Bundesliga",2,2016,2016
2016-10-02,"VfL Wolfsburg","0:0","0","0","1.FSV Mainz","Bundesliga",0,2016,2016
2016-10-02,"FC Schalke 04","4:0","4","0","Bor. M'gladbach","Bundesliga",4,2016,2016
2016-10-14,"Bor. Dortmund","1:1","1","1","Hertha BSC","Bundesliga",2,2016,2016
2016-10-15,"Bor. M'gladbach","0:0","0","0","Hamburger SV","Bundesliga",0,2016,2016
2016-10-15,"FC Köln","2:1","2","1","FC Ingolstadt","Bundesliga",3,2016,2016
2016-10-15,"FC Augsburg","1:1","1","1","FC Schalke","Bundesliga",2,2016,2016
2016-10-15,"TSG Hoffenheim","2:1","2","1","SC Freiburg","Bundesliga",3,2016,2016
2016-10-15,"E. Frankfurt","2:2","2","2","Bayern Munich","Bundesliga",4,2016,2016
2016-10-15,"Werder Bremen","2:1","2","1","B. Leverkusen","Bundesliga",3,2016,2016
2016-10-16,"FSV Mainz 05","2:1","2","1","Darmstadt","Bundesliga",3,2016,2016
2016-10-16,"VfL Wolfsburg","0:1","0","1","RB Leipzig","Bundesliga",1,2016,2016
2016-10-21,"Hamburger SV","0:3","0","3","E. Frankfurt","Bundesliga",3,2016,2016
2016-10-22,"B. Leverkusen","0:3","0","3","TSG Hoffenheim","Bundesliga",3,2016,2016
2016-10-22,"Hertha BSC","2:1","2","1","1.FC Köln","Bundesliga",3,2016,2016
2016-10-22,"FC Ingolstadt","3:3","3","3","Bor. Dortmund","Bundesliga",6,2016,2016
2016-10-22,"Darmstadt 98","3:1","3","1","VfL Wolfsburg","Bundesliga",4,2016,2016
2016-10-22,"SC Freiburg","2:1","2","1","FC Augsburg","Bundesliga",3,2016,2016
2016-10-22,"Bayern Munich","2:0","2","0","Bor. M'gladbach","Bundesliga",2,2016,2016
2016-10-23,"RB Leipzig","3:1","3","1","Werder Bremen","Bundesliga",4,2016,2016
2016-10-23,"FC Schalke 04","3:0","3","0","1.FSV Mainz","Bundesliga",3,2016,2016
2016-10-28,"Bor. M'gladbach","0:0","0","0","E. Frankfurt","Bundesliga",0,2016,2016
2016-10-29,"FSV Mainz 05","2:0","2","0","FC Ingolstadt","Bundesliga",2,2016,2016
2016-10-29,"VfL Wolfsburg","1:2","1","2","B. Leverkusen","Bundesliga",3,2016,2016
2016-10-29,"FC Augsburg","1:3","1","3","Bayern Munich","Bundesliga",4,2016,2016
2016-10-29,"Werder Bremen","1:3","1","3","SC Freiburg","Bundesliga",4,2016,2016
2016-10-29,"Darmstadt 98","0:2","0","2","RB Leipzig","Bundesliga",2,2016,2016
2016-10-29,"Bor. Dortmund","0:0","0","0","FC Schalke","Bundesliga",0,2016,2016
2016-10-30,"TSG Hoffenheim","1:0","1","0","Hertha BSC","Bundesliga",1,2016,2016
2016-10-30,"FC Köln","3:0","3","0","Hamburger SV","Bundesliga",3,2016,2016
2016-11-04,"Hertha BSC","3:0","3","0","Bor. M'gladbach","Bundesliga",3,2016,2016
2016-11-05,"Bayern Munich","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2016,2016
2016-11-05,"B. Leverkusen","3:2","3","2","Darmstadt","Bundesliga",5,2016,2016
2016-11-05,"Hamburger SV","2:5","2","5","Bor. Dortmund","Bundesliga",7,2016,2016
2016-11-05,"FC Ingolstadt","0:2","0","2","FC Augsburg","Bundesliga",2,2016,2016
2016-11-05,"SC Freiburg","0:3","0","3","VfL Wolfsburg","Bundesliga",3,2016,2016
2016-11-05,"E. Frankfurt","1:0","1","0","1.FC Köln","Bundesliga",1,2016,2016
2016-11-06,"RB Leipzig","3:1","3","1","1.FSV Mainz","Bundesliga",4,2016,2016
2016-11-06,"FC Schalke 04","3:1","3","1","Werder Bremen","Bundesliga",4,2016,2016
2016-11-18,"B. Leverkusen","2:3","2","3","RB Leipzig","Bundesliga",5,2016,2016
2016-11-19,"Bor. M'gladbach","1:2","1","2","1.FC Köln","Bundesliga",3,2016,2016
2016-11-19,"FSV Mainz 05","4:2","4","2","SC Freiburg","Bundesliga",6,2016,2016
2016-11-19,"VfL Wolfsburg","0:1","0","1","FC Schalke","Bundesliga",1,2016,2016
2016-11-19,"FC Augsburg","0:0","0","0","Hertha BSC","Bundesliga",0,2016,2016
2016-11-19,"Darmstadt 98","0:1","0","1","FC Ingolstadt","Bundesliga",1,2016,2016
2016-11-19,"Bor. Dortmund","1:0","1","0","Bayern Munich","Bundesliga",1,2016,2016
2016-11-20,"TSG Hoffenheim","2:2","2","2","Hamburger SV","Bundesliga",4,2016,2016
2016-11-20,"Werder Bremen","1:2","1","2","E. Frankfurt","Bundesliga",3,2016,2016
2016-11-25,"SC Freiburg","1:4","1","4","RB Leipzig","Bundesliga",5,2016,2016
2016-11-26,"Bor. M'gladbach","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2016,2016
2016-11-26,"FC Köln","0:0","0","0","FC Augsburg","Bundesliga",0,2016,2016
2016-11-26,"Hamburger SV","2:2","2","2","Werder Bremen","Bundesliga",4,2016,2016
2016-11-26,"FC Ingolstadt","1:1","1","1","VfL Wolfsburg","Bundesliga",2,2016,2016
2016-11-26,"E. Frankfurt","2:1","2","1","Bor. Dortmund","Bundesliga",3,2016,2016
2016-11-26,"Bayern Munich","2:1","2","1","B. Leverkusen","Bundesliga",3,2016,2016
2016-11-27,"FC Schalke 04","3:1","3","1","Darmstadt","Bundesliga",4,2016,2016
2016-11-27,"Hertha BSC","2:1","2","1","1.FSV Mainz","Bundesliga",3,2016,2016
2016-12-02,"FSV Mainz 05","1:3","1","3","Bayern Munich","Bundesliga",4,2016,2016
2016-12-03,"Bor. Dortmund","4:1","4","1","Bor. M'gladbach","Bundesliga",5,2016,2016
2016-12-03,"B. Leverkusen","1:1","1","1","SC Freiburg","Bundesliga",2,2016,2016
2016-12-03,"VfL Wolfsburg","2:3","2","3","Hertha BSC","Bundesliga",5,2016,2016
2016-12-03,"TSG Hoffenheim","4:0","4","0","1.FC Köln","Bundesliga",4,2016,2016
2016-12-03,"Werder Bremen","2:1","2","1","FC Ingolstadt","Bundesliga",3,2016,2016
2016-12-03,"RB Leipzig","2:1","2","1","FC Schalke","Bundesliga",3,2016,2016
2016-12-04,"Darmstadt 98","0:2","0","2","Hamburger SV","Bundesliga",2,2016,2016
2016-12-04,"FC Augsburg","1:1","1","1","E. Frankfurt","Bundesliga",2,2016,2016
2016-12-09,"E. Frankfurt","0:0","0","0","TSG Hoffenheim","Bundesliga",0,2016,2016
2016-12-10,"Bayern Munich","5:0","5","0","VfL Wolfsburg","Bundesliga",5,2016,2016
2016-12-10,"FC Köln","1:1","1","1","Bor. Dortmund","Bundesliga",2,2016,2016
2016-12-10,"Hamburger SV","1:0","1","0","FC Augsburg","Bundesliga",1,2016,2016
2016-12-10,"FC Ingolstadt","1:0","1","0","RB Leipzig","Bundesliga",1,2016,2016
2016-12-10,"SC Freiburg","1:0","1","0","Darmstadt","Bundesliga",1,2016,2016
2016-12-10,"Hertha BSC","0:1","0","1","Werder Bremen","Bundesliga",1,2016,2016
2016-12-11,"Bor. M'gladbach","1:0","1","0","1.FSV Mainz","Bundesliga",1,2016,2016
2016-12-11,"FC Schalke 04","0:1","0","1","B. Leverkusen","Bundesliga",1,2016,2016
2016-12-16,"TSG Hoffenheim","2:2","2","2","Bor. Dortmund","Bundesliga",4,2016,2016
2016-12-17,"FC Schalke 04","1:1","1","1","SC Freiburg","Bundesliga",2,2016,2016
2016-12-17,"FSV Mainz 05","3:1","3","1","Hamburger SV","Bundesliga",4,2016,2016
2016-12-17,"FC Augsburg","1:0","1","0","Bor. M'gladbach","Bundesliga",1,2016,2016
2016-12-17,"Werder Bremen","1:1","1","1","1.FC Köln","Bundesliga",2,2016,2016
2016-12-17,"RB Leipzig","2:0","2","0","Hertha BSC","Bundesliga",2,2016,2016
2016-12-17,"VfL Wolfsburg","1:0","1","0","E. Frankfurt","Bundesliga",1,2016,2016
2016-12-18,"Darmstadt 98","0:1","0","1","Bayern Munich","Bundesliga",1,2016,2016
2016-12-18,"B. Leverkusen","1:2","1","2","FC Ingolstadt","Bundesliga",3,2016,2016
2016-12-20,"Bor. Dortmund","1:1","1","1","FC Augsburg","Bundesliga",2,2016,2016
2016-12-20,"Bor. M'gladbach","1:2","1","2","VfL Wolfsburg","Bundesliga",3,2016,2016
2016-12-20,"Hamburger SV","2:1","2","1","FC Schalke","Bundesliga",3,2016,2016
2016-12-20,"E. Frankfurt","3:0","3","0","1.FSV Mainz","Bundesliga",3,2016,2016
2016-12-21,"Bayern Munich","3:0","3","0","RB Leipzig","Bundesliga",3,2016,2016
2016-12-21,"FC Köln","1:1","1","1","B. Leverkusen","Bundesliga",2,2016,2016
2016-12-21,"FC Ingolstadt","1:2","1","2","SC Freiburg","Bundesliga",3,2016,2016
2016-12-21,"TSG Hoffenheim","1:1","1","1","Werder Bremen","Bundesliga",2,2016,2016
2016-12-21,"Hertha BSC","2:0","2","0","Darmstadt","Bundesliga",2,2016,2016
2017-01-20,"SC Freiburg","1:2","1","2","Bayern Munich","Bundesliga",3,2017,2016
2017-01-21,"FC Schalke 04","1:0","1","0","FC Ingolstadt","Bundesliga",1,2017,2016
2017-01-21,"VfL Wolfsburg","1:0","1","0","Hamburger SV","Bundesliga",1,2017,2016
2017-01-21,"FC Augsburg","0:2","0","2","TSG Hoffenheim","Bundesliga",2,2017,2016
2017-01-21,"Werder Bremen","1:2","1","2","Bor. Dortmund","Bundesliga",3,2017,2016
2017-01-21,"Darmstadt 98","0:0","0","0","Bor. M'gladbach","Bundesliga",0,2017,2016
2017-01-21,"RB Leipzig","3:0","3","0","E. Frankfurt","Bundesliga",3,2017,2016
2017-01-22,"B. Leverkusen","3:1","3","1","Hertha BSC","Bundesliga",4,2017,2016
2017-01-22,"FSV Mainz 05","0:0","0","0","1.FC Köln","Bundesliga",0,2017,2016
2017-01-27,"FC Schalke 04","0:1","0","1","E. Frankfurt","Bundesliga",1,2017,2016
2017-01-28,"VfL Wolfsburg","1:2","1","2","FC Augsburg","Bundesliga",3,2017,2016
2017-01-28,"FC Ingolstadt","3:1","3","1","Hamburger SV","Bundesliga",4,2017,2016
2017-01-28,"Werder Bremen","1:2","1","2","Bayern Munich","Bundesliga",3,2017,2016
2017-01-28,"Darmstadt 98","1:6","1","6","1.FC Köln","Bundesliga",7,2017,2016
2017-01-28,"RB Leipzig","2:1","2","1","TSG Hoffenheim","Bundesliga",3,2017,2016
2017-01-28,"B. Leverkusen","2:3","2","3","Bor. M'gladbach","Bundesliga",5,2017,2016
2017-01-29,"SC Freiburg","2:1","2","1","Hertha BSC","Bundesliga",3,2017,2016
2017-01-29,"FSV Mainz 05","1:1","1","1","Bor. Dortmund","Bundesliga",2,2017,2016
2017-02-03,"Hamburger SV","1:0","1","0","B. Leverkusen","Bundesliga",1,2017,2016
2017-02-04,"Bayern Munich","1:1","1","1","FC Schalke","Bundesliga",2,2017,2016
2017-02-04,"Bor. M'gladbach","3:0","3","0","SC Freiburg","Bundesliga",3,2017,2016
2017-02-04,"Hertha BSC","1:0","1","0","FC Ingolstadt","Bundesliga",1,2017,2016
2017-02-04,"FC Köln","1:0","1","0","VfL Wolfsburg","Bundesliga",1,2017,2016
2017-02-04,"TSG Hoffenheim","4:0","4","0","1.FSV Mainz","Bundesliga",4,2017,2016
2017-02-04,"Bor. Dortmund","1:0","1","0","RB Leipzig","Bundesliga",1,2017,2016
2017-02-05,"FC Augsburg","3:2","3","2","Werder Bremen","Bundesliga",5,2017,2016
2017-02-05,"E. Frankfurt","2:0","2","0","Darmstadt","Bundesliga",2,2017,2016
2017-02-10,"FSV Mainz 05","2:0","2","0","FC Augsburg","Bundesliga",2,2017,2016
2017-02-11,"B. Leverkusen","3:0","3","0","E. Frankfurt","Bundesliga",3,2017,2016
2017-02-11,"FC Ingolstadt","0:2","0","2","Bayern Munich","Bundesliga",2,2017,2016
