"Team","System_Team","Match_Number","Home_Away","Three_Or_Five_Def","Two_Strikers","Classification","Age","Mean_Value","Rank","Points","League","Rank_bis","Points_bis"
"Leeds United","4-2-3-1",588,"Home","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Brentford FC","3-5-2",588,"Away","Yes","Yes","3_5d_2s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Arsenal FC","4-2-3-1",589,"Home","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Manchester United","4-2-3-1",589,"Away","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Fulham FC","4-2-3-1",590,"Home","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Tottenham Hotspur","3-4-2-1",590,"Away","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Chelsea FC","4-3-3",591,"Home","No","No","4d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Fulham FC","4-2-3-1",591,"Away","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Everton FC","4-5-1",592,"Home","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Arsenal FC","4-3-3",592,"Away","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Aston Villa","4-4-2",593,"Home","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Leicester City","4-2-3-1",593,"Away","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Brentford FC","4-3-3",594,"Home","No","No","4d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Southampton FC","4-2-3-1",594,"Away","No","No","4d_1s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Brighton & Hove Albion","3-4-2-1",595,"Home","Yes","No","3_5d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"AFC Bournemouth","4-4-1-1",595,"Away","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Manchester United","4-2-3-1",596,"Home","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Crystal Palace","4-2-3-1",596,"Away","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Wolverhampton Wanderers","4-4-2",597,"Home","No","Yes","4d_2s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Liverpool FC","4-3-3",597,"Away","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Newcastle United","4-3-3",598,"Home","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"West Ham United","3-4-2-1",598,"Away","Yes","No","3_5d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Nottingham Forest","4-3-1-2",599,"Home","No","Yes","4d_2s",26.1,7.53,16,38,"Premier League",0.2,1
"Leeds United","4-2-3-1",599,"Away","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Tottenham Hotspur","3-4-2-1",600,"Home","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Manchester City","4-4-2",600,"Away","No","Yes","4d_2s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"West Ham United","3-4-2-1",601,"Home","Yes","No","3_5d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Chelsea FC","4-2-3-1",601,"Away","No","No","4d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Southampton FC","5-3-2",602,"Home","Yes","Yes","3_5d_2s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Wolverhampton Wanderers","4-2-3-1",602,"Away","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Leicester City","4-2-3-1",603,"Home","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Tottenham Hotspur","3-4-2-1",603,"Away","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Arsenal FC","4-3-3",604,"Home","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Brentford FC","3-5-2",604,"Away","Yes","Yes","3_5d_2s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Crystal Palace","4-2-3-1",605,"Home","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Brighton & Hove Albion","4-2-3-1",605,"Away","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Fulham FC","4-2-3-1",606,"Home","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Nottingham Forest","4-2-3-1",606,"Away","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"AFC Bournemouth","4-4-1-1",607,"Home","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Newcastle United","4-3-3",607,"Away","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Leeds United","4-2-3-1",608,"Home","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Manchester United","4-2-3-1",608,"Away","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Manchester City","3-4-2-1",609,"Home","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Aston Villa","4-4-2",609,"Away","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Liverpool FC","4-3-3",610,"Home","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Everton FC","4-3-3",610,"Away","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Aston Villa","4-4-2",611,"Home","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Arsenal FC","4-3-3",611,"Away","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Brentford FC","4-3-3",612,"Home","No","No","4d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Crystal Palace","4-2-3-1",612,"Away","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Brighton & Hove Albion","4-2-3-1",613,"Home","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Fulham FC","4-2-3-1",613,"Away","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Chelsea FC","4-2-3-1",614,"Home","No","No","4d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Southampton FC","4-4-2",614,"Away","No","Yes","4d_2s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Everton FC","4-5-1",615,"Home","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Leeds United","4-2-3-1",615,"Away","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Wolverhampton Wanderers","4-2-3-1",616,"Home","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"AFC Bournemouth","4-2-3-1",616,"Away","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Nottingham Forest","4-3-2-1",617,"Home","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Manchester City","3-4-2-1",617,"Away","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Newcastle United","4-3-3",618,"Home","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Liverpool FC","4-3-3",618,"Away","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Manchester United","4-2-3-1",619,"Home","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Leicester City","4-2-3-1",619,"Away","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Tottenham Hotspur","3-4-2-1",620,"Home","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"West Ham United","3-4-2-1",620,"Away","Yes","No","3_5d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Fulham FC","4-2-3-1",621,"Home","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Wolverhampton Wanderers","4-4-2",621,"Away","No","Yes","4d_2s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Everton FC","4-1-4-1",622,"Home","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Aston Villa","4-4-2",622,"Away","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Leeds United","4-2-3-1",623,"Home","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Southampton FC","4-4-2",623,"Away","No","Yes","4d_2s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Leicester City","4-3-3",624,"Home","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Arsenal FC","4-3-3",624,"Away","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"West Ham United","4-3-3",625,"Home","No","No","4d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Nottingham Forest","4-3-2-1",625,"Away","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"AFC Bournemouth","5-4-1",626,"Home","Yes","No","3_5d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Manchester City","3-4-2-1",626,"Away","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Crystal Palace","4-2-3-1",627,"Home","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Liverpool FC","4-3-3",627,"Away","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Tottenham Hotspur","3-4-2-1",628,"Home","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Chelsea FC","4-2-3-1",628,"Away","No","No","4d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Manchester United","4-2-3-1",629,"Home","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Brentford FC","5-3-2",629,"Away","Yes","Yes","3_5d_2s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Newcastle United","4-3-3",630,"Home","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Brighton & Hove Albion","4-2-3-1",630,"Away","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Manchester City","4-2-3-1",631,"Home","No","No","4d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Newcastle United","4-3-3",631,"Away","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Wolverhampton Wanderers","4-2-3-1",632,"Home","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Tottenham Hotspur","3-4-2-1",632,"Away","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Chelsea FC","3-4-3",633,"Home","Yes","No","3_5d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Leeds United","4-2-3-1",633,"Away","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Brighton & Hove Albion","4-2-3-1",634,"Home","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"West Ham United","4-2-3-1",634,"Away","No","No","4d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Aston Villa","4-2-3-1",635,"Home","No","No","4d_1s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Crystal Palace","4-2-3-1",635,"Away","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Arsenal FC","4-3-3",636,"Home","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"AFC Bournemouth","5-4-1",636,"Away","Yes","No","3_5d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Southampton FC","4-2-3-1",637,"Home","No","No","4d_1s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Leicester City","4-2-3-1",637,"Away","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Nottingham Forest","4-3-2-1",638,"Home","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Everton FC","4-5-1",638,"Away","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Liverpool FC","4-3-3",639,"Home","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Manchester United","4-2-3-1",639,"Away","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Brentford FC","4-3-3",640,"Home","No","No","4d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Fulham FC","4-2-3-1",640,"Away","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"AFC Bournemouth","4-4-1-1",641,"Home","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Liverpool FC","4-3-3",641,"Away","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Everton FC","4-5-1",642,"Home","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Brentford FC","4-3-3",642,"Away","No","No","4d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Leeds United","4-2-3-1",643,"Home","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Brighton & Hove Albion","4-2-3-1",643,"Away","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Tottenham Hotspur","3-4-2-1",644,"Home","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Nottingham Forest","4-3-2-1",644,"Away","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Leicester City","3-4-3",645,"Home","Yes","No","3_5d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Chelsea FC","3-4-3",645,"Away","Yes","No","3_5d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Crystal Palace","4-3-3",646,"Home","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Manchester City","4-2-3-1",646,"Away","No","No","4d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Fulham FC","4-2-3-1",647,"Home","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Arsenal FC","4-3-3",647,"Away","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"West Ham United","4-1-4-1",648,"Home","No","No","4d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Aston Villa","4-2-3-1",648,"Away","No","No","4d_1s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Manchester United","4-1-4-1",649,"Home","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Southampton FC","4-2-3-1",649,"Away","No","No","4d_1s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Newcastle United","4-3-3",650,"Home","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Wolverhampton Wanderers","4-2-3-1",650,"Away","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Nottingham Forest","4-2-3-1",651,"Home","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Newcastle United","4-3-3",651,"Away","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Wolverhampton Wanderers","4-3-3",652,"Home","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Leeds United","4-2-3-1",652,"Away","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Aston Villa","4-2-3-1",653,"Home","No","No","4d_1s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"AFC Bournemouth","4-4-1-1",653,"Away","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Brentford FC","4-3-3",654,"Home","No","No","4d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Leicester City","4-2-3-1",654,"Away","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Southampton FC","4-4-2",655,"Home","No","Yes","4d_2s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Tottenham Hotspur","3-4-2-1",655,"Away","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Chelsea FC","3-4-3",656,"Home","Yes","No","3_5d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Everton FC","4-5-1",656,"Away","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Arsenal FC","4-3-3",657,"Home","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Crystal Palace","4-2-3-1",657,"Away","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Liverpool FC","4-3-3",658,"Home","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Fulham FC","4-2-3-1",658,"Away","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Manchester City","3-4-2-1",659,"Home","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"West Ham United","4-2-3-1",659,"Away","No","No","4d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Brighton & Hove Albion","4-2-3-1",660,"Home","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Manchester United","4-3-3",660,"Away","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Manchester City","3-4-2-1",661,"Home","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Liverpool FC","4-3-3",661,"Away","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Nottingham Forest","4-3-2-1",662,"Home","No","No","4d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Wolverhampton Wanderers","4-2-3-1",662,"Away","No","No","4d_1s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Crystal Palace","4-3-3",663,"Home","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Leicester City","4-2-3-1",663,"Away","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"Brighton & Hove Albion","4-2-3-1",664,"Home","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Brentford FC","5-4-1",664,"Away","Yes","No","3_5d_1s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"AFC Bournemouth","4-4-1-1",665,"Home","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Fulham FC","4-2-3-1",665,"Away","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"Arsenal FC","4-3-3",666,"Home","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Leeds United","4-3-3",666,"Away","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Chelsea FC","3-4-3",667,"Home","Yes","No","3_5d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Aston Villa","4-4-2",667,"Away","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"West Ham United","4-3-3",668,"Home","No","No","4d_1s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Southampton FC","4-4-2",668,"Away","No","Yes","4d_2s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Newcastle United","4-3-3",669,"Home","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Manchester United","4-2-3-1",669,"Away","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Everton FC","4-1-4-1",670,"Home","No","No","4d_1s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Tottenham Hotspur","3-4-2-1",670,"Away","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Manchester United","4-2-3-1",671,"Home","No","No","4d_1s",24.9,17.67,3,75,"Premier League",0.85,1.97368421052632
"Everton FC","4-4-2",671,"Away","No","Yes","4d_2s",26.3,10.33,17,36,"Premier League",0.15,0.947368421052632
"Wolverhampton Wanderers","4-4-2",672,"Home","No","Yes","4d_2s",25.3,11.57,13,41,"Premier League",0.35,1.07894736842105
"Chelsea FC","4-3-3",672,"Away","No","No","4d_1s",24.7,23.14,12,44,"Premier League",0.4,1.15789473684211
"Tottenham Hotspur","3-4-2-1",673,"Home","Yes","No","3_5d_1s",25.4,19.09,8,60,"Premier League",0.6,1.57894736842105
"Brighton & Hove Albion","4-2-3-1",673,"Away","No","No","4d_1s",23.6,12.61,6,62,"Premier League",0.7,1.63157894736842
"Leicester City","4-2-3-1",674,"Home","No","No","4d_1s",25.9,12.92,18,34,"Premier League",0.1,0.894736842105263
"AFC Bournemouth","4-2-3-1",674,"Away","No","No","4d_1s",24.4,6.11,15,39,"Premier League",0.25,1.02631578947368
"Fulham FC","4-2-3-1",675,"Home","No","No","4d_1s",25.3,6.28,10,52,"Premier League",0.5,1.36842105263158
"West Ham United","4-4-2",675,"Away","No","Yes","4d_2s",24.9,10.59,14,40,"Premier League",0.3,1.05263157894737
"Brentford FC","5-3-2",676,"Home","Yes","Yes","3_5d_2s",24.8,10.31,9,59,"Premier League",0.55,1.55263157894737
"Newcastle United","4-3-3",676,"Away","No","No","4d_1s",27.8,14.25,4,71,"Premier League",0.8,1.86842105263158
"Aston Villa","4-4-2",677,"Home","No","Yes","4d_2s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
"Nottingham Forest","3-4-2-1",677,"Away","Yes","No","3_5d_1s",26.1,7.53,16,38,"Premier League",0.2,1
"Southampton FC","4-3-3",678,"Home","No","No","4d_1s",24.2,9.13,20,25,"Premier League",0,0.657894736842105
"Manchester City","3-4-2-1",678,"Away","Yes","No","3_5d_1s",25.5,33.7,1,89,"Premier League",0.95,2.34210526315789
"Leeds United","4-2-3-1",679,"Home","No","No","4d_1s",23.5,7.34,19,31,"Premier League",0.05,0.815789473684211
"Crystal Palace","4-3-3",679,"Away","No","No","4d_1s",24.9,8.28,11,45,"Premier League",0.45,1.18421052631579
"Liverpool FC","4-3-3",680,"Home","No","No","4d_1s",25.1,20.82,5,67,"Premier League",0.75,1.76315789473684
"Arsenal FC","4-3-3",680,"Away","No","No","4d_1s",23.5,23.83,2,84,"Premier League",0.9,2.21052631578947
"Aston Villa","4-2-3-1",681,"Home","No","No","4d_1s",24.9,11.85,7,61,"Premier League",0.65,1.60526315789474
